ids, location, text
809484055,USA,"RT @colbertlateshow: On tonight's episode we're revisiting Texas Senate candidate @BetoORourke's chat with @StephenAtHome. PLUS, you get to"
2569439603,,RT @bssymrgn: If yall let mf Ted Crusty win this Texas senate race Im personally beating each and everyone one of yalls asses
9.02346E+17,,"RT @NBCNightlyNews: ""We're in a very divided time. That's true in Texas, it's true nationally."" 

Sen. Ted Cruz talks to @LesterHoltNBC abo"
26781179,"Waco, Texas",RT @TexasTribune: Beto O'Rourke committed to serving out his six-year Senate term if elected. Ted Cruz? Not so much. https://t.co/igKeT2IeEz
341025358,Houston/NOLA ,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
129264927,"Kailua, HI","RT @Smilynntodd: Houston, we have a problem. There may not be a venue large enough when Beto brings home a blue Senate seat for Texas! http"
9.73706E+17,earth,"RT @NBCNightlyNews: ""We're in a very divided time. That's true in Texas, it's true nationally."" 

Sen. Ted Cruz talks to @LesterHoltNBC abo"
4913939786,,"RT @JRubinBlogger: Press keeps saying Trump is helping in Senate. But since 2016 Ohio, Wis , Penn and W Va arent really competitive at all"
21253935,Texasssssssss,"RT @colbertlateshow: On tonight's episode we're revisiting Texas Senate candidate @BetoORourke's chat with @StephenAtHome. PLUS, you get to"
272112035,YEG... and left of centre,"RT @colbertlateshow: On tonight's episode we're revisiting Texas Senate candidate @BetoORourke's chat with @StephenAtHome. PLUS, you get to"
2161778298,,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
3234415380,,"RT @colliderfrosty: Dear Texas,
Tomorrow is the last day to register to vote. If enough young voters turn out Cruz won't be returning to th"
7.8024E+17,Middle Earth,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
31237315,"Los Angeles, CA",National Nurses United Endorses Beto ORourke in Texas U.S. SenateRace https://t.co/60EcPwMqVP https://t.co/bsOO3ayAZm
1864637521,"Oil Country, Alberta ","RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
34624211,,RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
95597780,"WI, USA ","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
18325705,"Las Vegas, NV","RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
466303565,,"@CharlotteChar22 @potpourri72 @GovMikeHuckabee @taylorswift13 Yep, what Ive been saying &amp; only thing keeping me fr https://t.co/zeaUlpfwfj"
2156053704,,"RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
8.13318E+17,"Texas, USA",RT @bssymrgn: If yall let mf Ted Crusty win this Texas senate race Im personally beating each and everyone one of yalls asses
54573251,"Houston, TX",RT @StepOneAfrica: So I can vote for Beto in the mid-terms in Texas for his bid to upset Cruz..walking door to door for Lizzy Fletcher to r
8.06381E+17,sf,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
9.64278E+17,"Colorado, USA","RT @Smilynntodd: Houston, we have a problem. There may not be a venue large enough when Beto brings home a blue Senate seat for Texas! http"
1255700551,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
24658978,Texas,RT @JosephEach: WATCH: @TedCruz talks to NBC's Lester Holt about his TIGHT Senate race in Texas - (AND MORE!) https://t.co/JIqmGAWcjH
3684126388,"Perth, Western Australia",RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
478004224,,"RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
7.03043E+17,"New York, USA","RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
2312036022,,"RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
2284527962,,"RT @RonNehring: Cruz lead in Texas firm. Blackburn up in TN. Cramer up in ND. Democrats Senate narrative falling apart.  

World is run by"
2720130608,,"Midterm Election Poll: Texas Senate, Cruz vs. ORourke - The New York Times.              #CruzToVictory  https://t.co/k9hDo9jlcQ"
3431606412,strawberry fields ,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
4729714512,"Texas, USA","RT @RonNehring: Cruz lead in Texas firm. Blackburn up in TN. Cramer up in ND. Democrats Senate narrative falling apart.  

World is run by"
140530083,"Dallas, TX","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
4738332976,New York,"Ted Cruz slightly leading Beto O'Rourke in Texas Senate race, polls show - Mic https://t.co/dk1ENFoqoB"
9.43453E+17,United States,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
8.32463E+17,,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
4547869279,,"RT @StatesPoll: United States Senate election in Texas, 2018
Cruz(Rep) vs O'Rourke (Dem). CBS News/YouGov 10/2-10/5
My Analysis Post: https"
4547869279,,"RT @StatesPoll: United States Senate election in Texas, 2018
Cruz(Rep) vs O'Rourke (Dem)
Emerson 10/1-10/5. 500 LV
My Analysis Post: https:"
568521829,USA,RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
8.23261E+17,TX,"RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
60841112,'Murica,"RT @colbertlateshow: On tonight's episode we're revisiting Texas Senate candidate @BetoORourke's chat with @StephenAtHome. PLUS, you get to"
7.10301E+17,IN A GALAXY FAR FAR AWAY,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
4928688581,,"Ted Cruz slightly leading Beto O'Rourke in Texas Senate race, polls show - Mic https://t.co/raZ640vTLT"
3329457014,"San Diego, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
20071488,United States,RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
8.98315E+17,"Santa Barbara, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
384728194,The Road,"RT @colliderfrosty: Dear Texas,
Tomorrow is the last day to register to vote. If enough young voters turn out Cruz won't be returning to th"
1574474725,,"RT @colliderfrosty: Dear Texas,
Tomorrow is the last day to register to vote. If enough young voters turn out Cruz won't be returning to th"
218634270,United States,RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
32914187,,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
149252821,,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
3193140656,at travis scott concert,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
2504113079,nashville ,"Texas, yall really gonna give the zodiac killer one of your senate spots AGAIN? Do better. https://t.co/402H66IMcL"
608766372,,"RT @TLRPAC: TLRPAC Endorses Angela Paxton for the Texas State Senate, District 8! @AngelaPaxtonTX https://t.co/U3sBRRBxcJ #txlege https://t"
9.40677E+17,,RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
8.34891E+17,,"RT @NBCNightlyNews: ""We're in a very divided time. That's true in Texas, it's true nationally."" 

Sen. Ted Cruz talks to @LesterHoltNBC abo"
7.28663E+17,Lake Tahoe CA/NV,"RT @RonNehring: Cruz lead in Texas firm. Blackburn up in TN. Cramer up in ND. Democrats Senate narrative falling apart.  

World is run by"
91140002,USA,"I wonder why my local 'news' station hasn't told everyone who I'm backing for the Texas senate race?! ... ""Overwork https://t.co/THAcODiEvo"
797195905,Rent Free in a Liberal's Head,@TheAngelofWrath @Jennie_Agent99 @FirelightFenix @AP4Liberty Hawley is still ahead in the polls. As is Cruz in Texa https://t.co/SYRvbN1sgx
1.01356E+18,"Florida, USA","RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
2899263566,"Guntur, India","RT @NBCNightlyNews: ""We're in a very divided time. That's true in Texas, it's true nationally."" 

Sen. Ted Cruz talks to @LesterHoltNBC abo"
2472682973,dtx,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
4847121672,Gods Country-Trump Nation,"RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
1.00969E+18,"Texas, USA","RT @TT45Pac_: Heads up TEXAS!

We need all of you to vote! 

.@SenTedCruz on his close Senate race in Texas: ""Success can breed complacency"
2675360665,"San Antonio, TX","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
569425982,toronto canada,"Midterm Election Poll: Texas Senate, Cruz vs. ORourke   via @NYTimes https://t.co/G94UgGORgT"
7.94935E+17,Mississippi/Texas,"RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
8.16359E+17,USA,"RT @NBCNightlyNews: ""We're in a very divided time. That's true in Texas, it's true nationally."" 

Sen. Ted Cruz talks to @LesterHoltNBC abo"
7.8555E+17,Arizona ,RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
8.07734E+17,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
303933058,USA,RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
9.51849E+17,,"RT @colbertlateshow: On tonight's episode we're revisiting Texas Senate candidate @BetoORourke's chat with @StephenAtHome. PLUS, you get to"
2904361496,,"Ted Cruz slightly leading Beto O'Rourke in Texas Senate race, polls show - Mic https://t.co/zPIBjbFrfA"
3236610031,,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
7.46177E+17,Peoples Republic of California,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
4504453394,"Austin, TX","RT @colbertlateshow: On tonight's episode we're revisiting Texas Senate candidate @BetoORourke's chat with @StephenAtHome. PLUS, you get to"
9.41524E+17,"Florida, USA",@krassenstein Thank you Texas! We need you especially so we can possibly take the senate
292725126,,"RT @Nate_Cohn: We're fully in the field in Texas, Tennessee and Nevada Senate.
Still very early in all three
https://t.co/yQ9xD1EysO"
5739522,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
21080252,"Columbus, Indiana","RT @colbertlateshow: On tonight's episode we're revisiting Texas Senate candidate @BetoORourke's chat with @StephenAtHome. PLUS, you get to"
1.04212E+18,,"RT @Steffs_tweets: KEEP TEXAS RED
Vote @tedcruz for Senate!! 
#ChooseCruz https://t.co/Xi8fbu6gIY"
138864672,,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
3236496950,USA,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
9.39361E+17,"Dallas, TX","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
2324567046,"Phoenix, AZ","RT @colbertlateshow: On tonight's episode we're revisiting Texas Senate candidate @BetoORourke's chat with @StephenAtHome. PLUS, you get to"
3716270952,,RT @bssymrgn: If yall let mf Ted Crusty win this Texas senate race Im personally beating each and everyone one of yalls asses
3133683903,"Baton Rouge, LA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
54582134,"Cincinnati, OH","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
716881447,"Chicago, IL",RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
7.16419E+17,"New York, NY","RT @colbertlateshow: On tonight's episode we're revisiting Texas Senate candidate @BetoORourke's chat with @StephenAtHome. PLUS, you get to"
491295033,,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
1.00187E+18,Lexington NC,RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
1058756852,Houston Tx ,"RT @NBCNightlyNews: ""We're in a very divided time. That's true in Texas, it's true nationally."" 

Sen. Ted Cruz talks to @LesterHoltNBC abo"
2162562761,,"RT @MacChomhghaill:  #Trump  #MAGA #KAG
#NC
#NYC
#Ohio
#Utah
#Iowa
#AWMI
#Texas
#Florida
#Kansas
#Indiana
#Nevada
#Hannity
#Arizona
#Mon"
1591957393,"Houston, TX","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
2787087057,,"@tedcruz for Senate?  Is Ted Cruz ""Tough As Texas""? https://t.co/sCoMt31fP7 via @YouTube"
423083149,,"RT @NBCNightlyNews: ""We're in a very divided time. That's true in Texas, it's true nationally."" 

Sen. Ted Cruz talks to @LesterHoltNBC abo"
423083149,,RT @trscoop: WATCH: Ted Cruz talks to NBCs Lester Holt about his TIGHT Senate race in Texas  (AND MORE!) https://t.co/MCFcAdA7bJ https://
716112151,"Houston, TX","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
134802934,eating panda express @ UC,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
2307620083,"Cisco, TX","RT @NBCNightlyNews: ""We're in a very divided time. That's true in Texas, it's true nationally."" 

Sen. Ted Cruz talks to @LesterHoltNBC abo"
1.04041E+18,"Texas, USA","RT @NBCNightlyNews: ""We're in a very divided time. That's true in Texas, it's true nationally."" 

Sen. Ted Cruz talks to @LesterHoltNBC abo"
2915292523,"Del Rio, TX","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
9.41321E+17,Argentina,"RT @NBCNightlyNews: ""We're in a very divided time. That's true in Texas, it's true nationally."" 

Sen. Ted Cruz talks to @LesterHoltNBC abo"
8.44717E+17,"Albertville, AL",RT @trscoop: WATCH: Ted Cruz talks to NBCs Lester Holt about his TIGHT Senate race in Texas  (AND MORE!) https://t.co/MCFcAdA7bJ https://
2291360478,"Austin, TX",From Austin to Houston. Texas is turning up for positive change and that starts with electing @BetoORourke to Senat https://t.co/WiV9fpR4Og
7.18694E+17,"Liberty, MO",RT @thomaskaine5: Poll: Cruz Leads Beto ORourke among Hispanic Voters in Texas Senate Race https://t.co/4dGkFlLyBG
929958378,,RT @dawg_lb: Vote to re-elect Senator Ted Cruz Texas U.S. Senate 2018 keeping Texas 'RED' and @SenTedCruz continuing his hard and important
8.55155E+17,"Springfield, OH",RT @NashvilleTea: New CBS poll shows Marsha Blackburn up 8%https://t.co/UehJJo1Val https://t.co/7UjJV99F7j
2597151751,,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
1.01521E+18,,RT @kimguilfoyle: Guilfoyle came out guns blazing: Were here to make sure you dont put a Beto male in the U.S. Senate!she declared to
2749906178,United States,"RT @colbertlateshow: On tonight's episode we're revisiting Texas Senate candidate @BetoORourke's chat with @StephenAtHome. PLUS, you get to"
7.05891E+17,"Texas, USA",RT @trscoop: WATCH: Ted Cruz talks to NBCs Lester Holt about his TIGHT Senate race in Texas  (AND MORE!) https://t.co/MCFcAdA7bJ https://
